# openair-maclookup vendor cache — one OUI per line
#budget	20662	5
20:DF:B9	Google, Inc.
44:FA:66	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
48:D6:D5	Google, Inc.
F0:EF:86	Google, Inc.
